,price,bd_num,ba_num,sqft,address,zestimate,Building,Calendar,Heating,Snowflake,Parking,Lot,PriceSquareFeet,url,zipcode
23,"$429,900",2,2,"1,864","309 45th St,Pittsburgh, PA 15201","$421,600",Single family residence,Built in 1880,"Natural gas, forced air",Central air,2 Open parking spaces,"2,639 sqft",$231 price/sqft,https://www.zillow.com/homedetails/309-45th-St-Pittsburgh-PA-15201/11513165_zpid/,15201
24,"$379,900",2,2,"1,320","187 42nd St,Pittsburgh, PA 15201","$372,500",Single family residence,Built in 1932,"Natural gas, forced air",Central air,1 Parking space,927.83 Sqft,$288 price/sqft,https://www.zillow.com/homedetails/187-42nd-St-Pittsburgh-PA-15201/11512976_zpid/,15201
25,"$329,900",3,2,"1,296","168 43rd St,Pittsburgh, PA 15201","$324,200",Single family residence,Built in 1900,"Natural gas, hot water",Central air,1 Open parking space,"1,481 sqft",$255 price/sqft,https://www.zillow.com/homedetails/168-43rd-St-Pittsburgh-PA-15201/11512967_zpid/,15201
26,"$299,895",3,2,"1,000","5219 Poe Way,Pittsburgh, PA 15201","$297,900",Single family residence,Built in 1900,"Electric, zoned",Wall unit(s),1 Open parking space,"1,058 sqft",$300 price/sqft,https://www.zillow.com/homedetails/5219-Poe-Way-Pittsburgh-PA-15201/11612904_zpid/,15201
27,"$659,000",4,4,"2,800","5121 Keystone St,Pittsburgh, PA 15201","$636,400",Single family residence,Built in 2020,Natural gas,Central air,2 Parking spaces,"1,999 sqft",$235 price/sqft,https://www.zillow.com/homedetails/5121-Keystone-St-Pittsburgh-PA-15201/11612724_zpid/,15201
28,"$185,000",2,1,--,"139 42nd St,Pittsburgh, PA 15201","$182,000",Single family residence,Built in 1880,"Natural gas, forced air",Central air,Open parking,901.69 Sqft,,https://www.zillow.com/homedetails/139-42nd-St-Pittsburgh-PA-15201/11512718_zpid/,15201
29,"$379,000",2,2,"1,170","166-166.5 38th St,Pittsburgh, PA 15201","$370,700",Townhouse,Built in 1890,"Natural gas, forced air",Central air,2 Parking spaces,"1,298 sqft",$324 price/sqft,https://www.zillow.com/homedetails/166-166-5-38th-St-Pittsburgh-PA-15201/2067513135_zpid/,15201
30,"$619,000",3,3,"1,920","174 41st St,Pittsburgh, PA 15201","$597,300",Single family residence,Built in 1880,"Natural gas, forced air",Central air,No data,"1,591 sqft",$322 price/sqft,https://www.zillow.com/homedetails/174-41st-St-Pittsburgh-PA-15201/2067893051_zpid/,15201
31,"$249,500",3,1,"1,250","1621 Hawthorne St,Pittsburgh, PA 15201","$248,100",Single family residence,Built in 1945,"Natural gas, forced air",Central air,1 Attached garage space,"3,497 sqft",$200 price/sqft,https://www.zillow.com/homedetails/1621-Hawthorne-St-Pittsburgh-PA-15201/11275158_zpid/,15201
32,"$199,900",3,1,"2,500","4602 Coleridge St,Pittsburgh, PA 15201","$195,600",Single family residence,Built in 1890,Natural gas,No data,1 Parking space,No data,$80 price/sqft,https://www.zillow.com/homedetails/4602-Coleridge-St-Pittsburgh-PA-15201/11615126_zpid/,15201
33,"$640,000",--,--,--,"169 41st St,Pittsburgh, PA 15201","$653,100",Duplex,,No data,No data,Off street,,,https://www.zillow.com/homedetails/169-41st-St-Pittsburgh-PA-15201/11512608_zpid/,15201
34,"$134,900",2,1,930,"5626 Donson Way,Pittsburgh, PA 15201","$130,600",Single family residence,Built in 1910,"Natural gas, forced air",No data,Open parking,696.96 Sqft,$145 price/sqft,https://www.zillow.com/homedetails/5626-Donson-Way-Pittsburgh-PA-15201/11275196_zpid/,15201
35,"$144,900",2,1,"1,216","5627 Carnegie St,Pittsburgh, PA 15201","$141,500",Single family residence,Built in 1900,"Natural gas, forced air",No data,Open parking,"1,498 sqft",$119 price/sqft,https://www.zillow.com/homedetails/5627-Carnegie-St-Pittsburgh-PA-15201/11275195_zpid/,15201
36,"$349,000",2,2,--,"175 Almond Way,Pittsburgh, PA 15201","$336,700",Single family residence,Built in 1880,"Natural gas, forced air",Central air,Other,689.11 Sqft,,https://www.zillow.com/homedetails/175-Almond-Way-Pittsburgh-PA-15201/2067893185_zpid/,15201
37,"$445,000",2,2,"1,600","335 39th St,Pittsburgh, PA 15201","$414,800",Single family residence,Built in 1900,"Natural gas, forced air",Central air,Open parking,760 Sqft,$278 price/sqft,https://www.zillow.com/homedetails/335-39th-St-Pittsburgh-PA-15201/11514635_zpid/,15201
38,"$224,000",3,1,"1,214","6048 Sawyer St,Pittsburgh, PA 15201",None ,Single family residence,Built in 1898,Natural gas,"Central air, electric",2 Parking spaces,"2,400 sqft",$185 price/sqft,https://www.zillow.com/homedetails/6048-Sawyer-St-Pittsburgh-PA-15201/11275333_zpid/,15201
39,"$350,000",3,1,"1,709","5224 Keystone St,Pittsburgh, PA 15201","$337,800",Single family residence,Built in 1900,Natural gas,Window a/c,Open parking,"2,099 sqft",$205 price/sqft,https://www.zillow.com/homedetails/5224-Keystone-St-Pittsburgh-PA-15201/11612404_zpid/,15201
40,"$379,900",3,1,"1,788","4325 Stanton Ave,Pittsburgh, PA 15201","$352,900",Single family residence,Built in 1927,"Natural gas, forced air","Central air, electric, window a/c",2 Garage spaces,"5,279 sqft",$212 price/sqft,https://www.zillow.com/homedetails/4325-Stanton-Ave-Pittsburgh-PA-15201/11614967_zpid/,15201
41,"$475,000",4,2,"1,725","252 46th St,Pittsburgh, PA 15201","$466,300",Single family residence,Built in 1925,"Natural gas, forced air",Central air,1 Parking space,"1,184 sqft",$275 price/sqft,https://www.zillow.com/homedetails/252-46th-St-Pittsburgh-PA-15201/11513021_zpid/,15201
42,"$339,000",2,2,--,"177 Almond Way,Pittsburgh, PA 15201","$327,700",Single family residence,Built in 1880,"Natural gas, forced air",Central air,Other,689.11 Sqft,,https://www.zillow.com/homedetails/177-Almond-Way-Pittsburgh-PA-15201/2067893078_zpid/,15201
43,"$424,900",3,3,"1,433","5008 Dearborn St,Pittsburgh, PA 15224","$417,900",Single family residence,Built in 1910,No data,Central air,Off street,"1,999 sqft",$297 price/sqft,https://www.zillow.com/homedetails/5008-Dearborn-St-Pittsburgh-PA-15224/11520055_zpid/,15224
44,"$129,000",3,2,"1,600","715 N Mathilda St,Pittsburgh, PA 15224","$124,400",Single family residence,Built in 1900,"Natural gas, forced air",Central air,1 Parking space,"4,238 sqft",$81 price/sqft,https://www.zillow.com/homedetails/715-N-Mathilda-St-Pittsburgh-PA-15224/11519366_zpid/,15224
45,"$227,750",3,2,--,"254 Edmond St,Pittsburgh, PA 15224","$222,600",Single family residence,Built in 1910,"Natural gas, forced air",Central air,Off street,"1,184 sqft",,https://www.zillow.com/homedetails/254-Edmond-St-Pittsburgh-PA-15224/11520604_zpid/,15224
46,"$325,000",--,--,--,"3932 Liberty Ave,Pittsburgh, PA 15224","$320,500",Duplex,Built in 1920,No data,No data,3 Parking spaces,,,https://www.zillow.com/homedetails/3932-Liberty-Ave-Pittsburgh-PA-15224/11402219_zpid/,15224
47,"$146,900",3,1,--,"5016 Jordan Way,Pittsburgh, PA 15224","$142,200",Single family residence,Built in 1910,No data,No data,No data,"1,265 sqft",,https://www.zillow.com/homedetails/5016-Jordan-Way-Pittsburgh-PA-15224/11519917_zpid/,15224
48,"$199,900",2,1,896,"4426 Milgate St,Pittsburgh, PA 15224","$194,400",Single family residence,Built in 1900,"Natural gas, forced air",No data,Open parking,"1,398 sqft",$223 price/sqft,https://www.zillow.com/homedetails/4426-Milgate-St-Pittsburgh-PA-15224/11514251_zpid/,15224
49,"$379,900",--,--,--,"4035 Howley St,Pittsburgh, PA 15224","$371,700",Duplex,Built in 1900,No data,No data,2 Garage spaces,,,https://www.zillow.com/homedetails/4035-Howley-St-Pittsburgh-PA-15224/11514823_zpid/,15224
50,"$929,900",3,4,"2,500","4554 Penn Ave,Pittsburgh, PA 15224","$831,800",Townhouse,Built in 1900,"Natural gas, forced air",Central air,2 Garage spaces,"1,999 sqft",$372 price/sqft,https://www.zillow.com/homedetails/4554-Penn-Ave-Pittsburgh-PA-15224/11514152_zpid/,15224
51,"$319,000",3,2,"1,360","3936 Clement Way,Pittsburgh, PA 15224","$318,000",Single family residence,Built in 1910,Natural gas,Central air,1 Open parking space,801.50 Sqft,$235 price/sqft,https://www.zillow.com/homedetails/3936-Clement-Way-Pittsburgh-PA-15224/11514704_zpid/,15224
52,"$135,000",2,1,--,"4072 Woolslayer Way,Pittsburgh, PA 15224","$126,400",Townhouse,Built in 1900,No data,No data,Open parking,"2,522 sqft",,https://www.zillow.com/homedetails/4072-Woolslayer-Way-Pittsburgh-PA-15224/11514102_zpid/,15224
53,"$1,100,000",--,--,--,"4410-4412 Penn Ave,Pittsburgh, PA 15224","$1,009,300",Triplex,Built in 1920,No data,No data,6 Parking spaces,,,https://www.zillow.com/homedetails/4410-4412-Penn-Ave-Pittsburgh-PA-15224/2070009100_zpid/,15224
54,"$239,900",4,1,"1,256","3922 1/2 Howley St,Pittsburgh, PA 15224","$232,000",Townhouse,Built in 1900,"Natural gas, hot water",No data,Open parking,"1,219 sqft",$191 price/sqft,https://www.zillow.com/homedetails/3922-1-2-Howley-St-Pittsburgh-PA-15224/164422876_zpid/,15224
55,"$399,000",4,3,"2,187","248 1/2 S Winebiddle St,Pittsburgh, PA 15224","$433,500",Singlefamily,Built in 1930,"Natural gas, radiant",No data,2 Garage spaces,"1,860 sqft",$182 price/sqft,https://www.zillow.com/homedetails/248-1-2-S-Winebiddle-St-Pittsburgh-PA-15224/11520818_zpid/,15224
56,"$649,000",--,--,--,"616 S Mathilda St,Pittsburgh, PA 15224","$635,000",Duplex,Built in 1910,No data,No data,Open parking,,,https://www.zillow.com/homedetails/616-S-Mathilda-St-Pittsburgh-PA-15224/11524773_zpid/,15224
57,"$214,900",2,1,"1,500","3916 Woolslayer Way,Pittsburgh, PA 15224","$209,000",Single family residence,Built in 1890,"Natural gas, forced air",No data,Open parking,"1,219 sqft",$143 price/sqft,https://www.zillow.com/homedetails/3916-Woolslayer-Way-Pittsburgh-PA-15224/11514761_zpid/,15224
58,"$259,900",3,2,832,"313 Darsie St,Pittsburgh, PA 15224","$248,300",Single family residence,Built in 1900,"Natural gas, forced air",Electric,1 Open parking space,832 Sqft,$312 price/sqft,https://www.zillow.com/homedetails/313-Darsie-St-Pittsburgh-PA-15224/11515130_zpid/,15224
59,"$135,000",4,2,"1,520","5339 Kincaid St,Pittsburgh, PA 15224","$128,500",Single family residence,Built in 1900,"Natural gas, radiant",Window a/c,No data,"2,777 sqft",$89 price/sqft,https://www.zillow.com/homedetails/5339-Kincaid-St-Pittsburgh-PA-15224/11520517_zpid/,15224
60,"$330,000",5,3,"1,908","3917 Liberty Ave,Pittsburgh, PA 15224","$317,300",Single family residence,Built in 1900,"Natural gas, hot water","Wall unit(s), window a/c",2 Open parking spaces,"1,999 sqft",$173 price/sqft,https://www.zillow.com/homedetails/3917-Liberty-Ave-Pittsburgh-PA-15224/11514722_zpid/,15224
61,"$299,000",3,3,"1,263","4917 Broad St,Pittsburgh, PA 15224","$291,100",Single family residence,Built in 1920,Other,Central air,2 Parking spaces,No data,$237 price/sqft,https://www.zillow.com/homedetails/4917-Broad-St-Pittsburgh-PA-15224/11520118_zpid/,15224
62,"$312,500",3,2,"1,120","212 Edmond St,Pittsburgh, PA 15224","$298,600",Townhouse,Built in 1910,"Natural gas, forced air","Central air, electric",Open parking,705.67 Sqft,$279 price/sqft,https://www.zillow.com/homedetails/212-Edmond-St-Pittsburgh-PA-15224/11520584_zpid/,15224
63,"$367,900",3,2,"2,424","702 Summerlea St APT 3,Pittsburgh, PA 15232","$360,100",Condominium,Built in 1898,"Natural gas, forced air",Central air,1 Parking space,,$152 price/sqft,https://www.zillow.com/homedetails/702-Summerlea-St-APT-3-Pittsburgh-PA-15232/2127631516_zpid/,15232
64,"$185,000",1,1,--,"710 Copeland St APT 2,Pittsburgh, PA 15232","$174,100",Condominium,Built in 1970,"Natural gas, forced air",Central air,1 Parking space,,,https://www.zillow.com/homedetails/710-Copeland-St-APT-2-Pittsburgh-PA-15232/11528683_zpid/,15232
65,"$224,900",2,2,"1,210","5825 5th Ave APT 212,Pittsburgh, PA 15232","$218,800",Condominium,Built in 1968,"Natural gas, forced air","Central air, electric",1 Parking space,,$186 price/sqft,https://www.zillow.com/homedetails/5825-5th-Ave-APT-212-Pittsburgh-PA-15232/11628915_zpid/,15232
66,"$260,000",2,2,"1,270","5825 5th Ave APT 315,Pittsburgh, PA 15232","$256,100",Condominium,Built in 1968,"Natural gas, forced air",Central air,1 Parking space,,$205 price/sqft,https://www.zillow.com/homedetails/5825-5th-Ave-APT-315-Pittsburgh-PA-15232/11628947_zpid/,15232
67,"$875,000",4,4,--,"930 S Aiken Ave,Pittsburgh, PA 15232","$830,400",Single family residence,Built in 1860,"Natural gas, forced air",Central air,2 Attached garage spaces,"3,784 sqft",,https://www.zillow.com/homedetails/930-S-Aiken-Ave-Pittsburgh-PA-15232/11529349_zpid/,15232
68,"$525,000",5,3,--,"6229 5th Ave,Pittsburgh, PA 15232","$509,100",Single family residence,Built in 1926,"Natural gas, forced air",Central air,4 Attached garage spaces,"3,702 sqft",,https://www.zillow.com/homedetails/6229-5th-Ave-Pittsburgh-PA-15232/11625586_zpid/,15232
69,"$1,495,000",3,4,"4,099","5301 5th Ave APT 5,Shadyside, PA 15232",None ,Condominium,Built in 2013,"Natural gas, forced air","Central air, electric",Attached garage,,$365 price/sqft,https://www.zillow.com/homedetails/5301-5th-Ave-APT-5-Shadyside-PA-15232/2126181745_zpid/,15232
70,"$189,900",2,2,"1,200","5619 Kentucky Ave APT 102,Pittsburgh, PA 15232","$187,300",Condominium,Built in 1970,"Natural gas, forced air",Central air,1 Parking space,,$158 price/sqft,https://www.zillow.com/homedetails/5619-Kentucky-Ave-APT-102-Pittsburgh-PA-15232/11628599_zpid/,15232
71,"$1,150,000",2,3,"2,675","705 Copeland St APT 3,Pittsburgh, PA 15232",None ,Condominium,Built in 2001,"Natural gas, forced air",Central air,2 Attached garage spaces,,$430 price/sqft,https://www.zillow.com/homedetails/705-Copeland-St-APT-3-Pittsburgh-PA-15232/2084833801_zpid/,15232
72,"$367,900",2,2,"1,740","300 N Woodland Rd APT 3A,Pittsburgh, PA 15232","$360,000",Condominium,Built in 1985,"Natural gas, forced air",Central air,2 Parking spaces,,$211 price/sqft,https://www.zillow.com/homedetails/300-N-Woodland-Rd-APT-3A-Pittsburgh-PA-15232/2068591489_zpid/,15232
73,"$1,100,000",2,3,"2,151","5135 5th Ave #E,Pittsburgh, PA 15232","$1,055,500",Townhouse,Built in 2021,"Natural gas, forced air",Central air,2 Attached garage spaces,"1,450 sqft",$511 price/sqft,https://www.zillow.com/homedetails/5135-5th-Ave-E-Pittsburgh-PA-15232/2075609077_zpid/,15232
74,"$1,250,000",3,4,"3,099","5135 5th Ave #D,Pittsburgh, PA 15232","$1,167,200",Townhouse,Built in 2021,"Natural gas, forced air",Central air,2 Attached garage spaces,"1,450 sqft",$403 price/sqft,https://www.zillow.com/homedetails/5135-5th-Ave-D-Pittsburgh-PA-15232/2075600490_zpid/,15232
75,"$175,000",1,1,556,"5927 Howe St APT 302,Pittsburgh, PA 15232","$165,800",Condominium,Built in 1898,No data,Window a/c,1 Parking space,,$315 price/sqft,https://www.zillow.com/homedetails/5927-Howe-St-APT-302-Pittsburgh-PA-15232/11625407_zpid/,15232
76,"$595,000",5,3,--,"6227 5th Ave,Pittsburgh, PA 15232","$573,100",Single family residence,Built in 1926,"Natural gas, forced air",Central air,3 Attached garage spaces,"4,369 sqft",,https://www.zillow.com/homedetails/6227-5th-Ave-Pittsburgh-PA-15232/11625585_zpid/,15232
77,"$345,000",3,2,"1,276","5612 Maple Heights Ct #C,Shadyside, PA 15232","$330,800",Single family residence,Built in 1950,"Natural gas, baseboard",Central air,1 Attached garage space,"4,173 sqft",$270 price/sqft,https://www.zillow.com/homedetails/5612-Maple-Heights-Ct-C-Shadyside-PA-15232/2084195743_zpid/,15232
78,"$1,700,000",6,5,"5,744","5039 Amberson Pl,Pittsburgh, PA 15232","$1,597,000",Single family residence,Built in 1900,"Natural gas, hot water",No data,2 Attached garage spaces,No data,$296 price/sqft,https://www.zillow.com/homedetails/5039-Amberson-Pl-Pittsburgh-PA-15232/11529107_zpid/,15232
79,"$199,900",2,1,--,"420 S Aiken Ave APT B6,Pittsburgh, PA 15232","$185,300",Condominium,,"Natural gas, forced air",Central air,1 Parking space,,,https://www.zillow.com/homedetails/420-S-Aiken-Ave-APT-B6-Pittsburgh-PA-15232/11524925_zpid/,15232
80,"$1,350,000",4,4,--,"5309 Westminster Pl,Pittsburgh, PA 15232","$1,258,500",Single family residence,Built in 1920,"Natural gas, forced air",Central air,1 Attached garage space,No data,,https://www.zillow.com/homedetails/5309-Westminster-Pl-Pittsburgh-PA-15232/11529368_zpid/,15232
81,"$1,175,000",3,3,"2,200","711 S Negley Ave #201,Pittsburgh, PA 15232","$1,107,200",Condominium,Built in 2021,Natural gas,"Central air, electric",1 Attached garage space,,$534 price/sqft,https://www.zillow.com/homedetails/711-S-Negley-Ave-201-Pittsburgh-PA-15232/2076668472_zpid/,15232
82,"$340,000",2,2,"1,194","5609 Elmer St APT 303,Pittsburgh, PA 15232","$327,900",Condominium,Built in 1900,"Natural gas, forced air",Central air,1 Parking space,,$285 price/sqft,https://www.zillow.com/homedetails/5609-Elmer-St-APT-303-Pittsburgh-PA-15232/11625347_zpid/,15232
83,"$219,900",2,2,"1,284","5100 5th Ave APT 503,Pittsburgh, PA 15232","$202,900",Condominium,Built in 1960,"Natural gas, forced air",Central air,1 Parking space,,$171 price/sqft,https://www.zillow.com/homedetails/5100-5th-Ave-APT-503-Pittsburgh-PA-15232/11529550_zpid/,15232
84,"$825,000",4,4,"3,462","703 Saint James St,Pittsburgh, PA 15232","$794,900",Condominium,Built in 1900,"Natural gas, forced air",Central air,1 Garage space,,$238 price/sqft,https://www.zillow.com/homedetails/703-Saint-James-St-Pittsburgh-PA-15232/61279236_zpid/,15232
85,"$1,250,000",3,4,"3,099","5135 5th Ave #C,Pittsburgh, PA 15232","$1,166,600",Townhouse,Built in 2021,"Natural gas, forced air",No data,2 Attached garage spaces,837 Sqft,$403 price/sqft,https://www.zillow.com/homedetails/5135-5th-Ave-C-Pittsburgh-PA-15232/2071922951_zpid/,15232
86,"$299,000",2,2,--,"5922 Howe St APT 302,Pittsburgh, PA 15232","$286,800",Condominium,Built in 1890,Natural gas,Central air,1 Parking space,,,https://www.zillow.com/homedetails/5922-Howe-St-APT-302-Pittsburgh-PA-15232/11628808_zpid/,15232
87,"$625,000",4,4,"2,394","420 Noble St,Pittsburgh, PA 15232","$613,400",Single family residence,Built in 1900,"Natural gas, forced air","Central air, electric",1 Parking space,"3,487 sqft",$261 price/sqft,https://www.zillow.com/homedetails/420-Noble-St-Pittsburgh-PA-15232/11525366_zpid/,15232
88,"$1,100,000",--,--,--,"700 Ivy St,Pittsburgh, PA 15232","$1,044,300",Multifamily,,No data,No data,4 Parking spaces,,,https://www.zillow.com/homedetails/700-Ivy-St-Pittsburgh-PA-15232/2068379811_zpid/,15232
89,"$134,900",1,1,579,"144 Dithridge #405,Pittsburgh, PA 15232",None ,Condominium,Built in 1927,"Natural gas, hot water","Wall unit(s), window a/c",1 Attached garage space,,$233 price/sqft,https://www.zillow.com/homedetails/144-Dithridge-405-Pittsburgh-PA-15232/2067027580_zpid/,15232
90,"$250,000",2,1,--,"5927 Howe St APT 202,Pittsburgh, PA 15232","$260,900",Condominium,Built in 1898,"Natural gas, forced air",Window a/c,1 Parking space,,,https://www.zillow.com/homedetails/5927-Howe-St-APT-202-Pittsburgh-PA-15232/164512791_zpid/,15232
91,"$409,000",3,2,--,"5025 5th Ave APT 1D,Pittsburgh, PA 15232","$404,800",Condominium,Built in 1960,"Natural gas, hot water",Central air,2 Attached garage spaces,,,https://www.zillow.com/homedetails/5025-5th-Ave-APT-1D-Pittsburgh-PA-15232/11529156_zpid/,15232
92,"$249,000",3,2,"1,680","128 Craig #404,Pittsburgh, PA 15232",None ,Condominium,Built in 1964,Electric,Electric,2 Parking spaces,,$148 price/sqft,https://www.zillow.com/homedetails/128-Craig-404-Pittsburgh-PA-15232/2067253583_zpid/,15232
93,"$700,000",4,4,"3,800","6208 Saint Marie St,Pittsburgh, PA 15206","$686,000",Single family residence,Built in 1870,"Natural gas, forced air",Central air,2 Parking spaces,"2,600 sqft",$184 price/sqft,https://www.zillow.com/homedetails/6208-Saint-Marie-St-Pittsburgh-PA-15206/11623170_zpid/,15206
94,"$674,900",--,--,--,"5553 Black St,Pittsburgh, PA 15206","$656,400",Single family residence,Built in 1907,No data,No data,2 Garage spaces,,,https://www.zillow.com/homedetails/5553-Black-St-Pittsburgh-PA-15206/11622920_zpid/,15206
95,"$599,900",4,3,"3,251","5815 Station St,Pittsburgh, PA 15206","$592,500",Single family residence,Built in 1925,"Natural gas, forced air",Central air,8 Parking spaces,"4,935 sqft",$185 price/sqft,https://www.zillow.com/homedetails/5815-Station-St-Pittsburgh-PA-15206/11623565_zpid/,15206
96,"$399,000",3,2,--,"6112 Alder St APT A-1,Pittsburgh, PA 15206","$414,700",Stock cooperative,Built in 1913,"Natural gas, hot water",Wall unit(s),Open parking,,,https://www.zillow.com/homedetails/6112-Alder-St-APT-A-1-Pittsburgh-PA-15206/2067763321_zpid/,15206
97,"$49,750",3,2,"2,135","308 Carver St,Pittsburgh, PA 15206",None ,Singlefamily,Built in 1875,No data,No data,1 Open parking space,"6,500 sqft",$23 price/sqft,https://www.zillow.com/homedetails/308-Carver-St-Pittsburgh-PA-15206/11285643_zpid/,15206
98,"$249,000",3,1,--,"1024 Morningside Ave,Pittsburgh, PA 15206","$243,000",Single family residence,Built in 1940,"Natural gas, hot water",Other,Open parking,"2,600 sqft",,https://www.zillow.com/homedetails/1024-Morningside-Ave-Pittsburgh-PA-15206/11619662_zpid/,15206
99,"$42,500",2,1,"1,346","111 Continental St,Pittsburgh, PA 15206",None ,Single family residence,Built in 1910,"Natural gas, radiant",Window a/c,2 Parking spaces,"3,423 sqft",$32 price/sqft,https://www.zillow.com/homedetails/111-Continental-St-Pittsburgh-PA-15206/11285901_zpid/,15206
100,"$4,900,000",6,7,"11,782","1160 Beechwood Blvd,Pittsburgh, PA 15206","$4,289,600",Single family residence,Built in 1920,"Natural gas, forced air",Central air,4 Attached garage spaces,1.20 Acres,$416 price/sqft,https://www.zillow.com/homedetails/1160-Beechwood-Blvd-Pittsburgh-PA-15206/11629224_zpid/,15206
101,"$240,000",3,1,"1,392","6321 Stanton Ave,Pittsburgh, PA 15206","$247,300",Single family residence,Built in 1911,"Natural gas, hot water",Window a/c,1 Parking space,"3,362 sqft",$172 price/sqft,https://www.zillow.com/homedetails/6321-Stanton-Ave-Pittsburgh-PA-15206/11284309_zpid/,15206
102,"$450,000",--,--,--,"5538 Avondale Pl,Pittsburgh, PA 15206","$446,700",Triplex,Built in 1921,No data,No data,1 Garage space,,,https://www.zillow.com/homedetails/5538-Avondale-Pl-Pittsburgh-PA-15206/11620820_zpid/,15206
103,"$4,400,000",9,9,"14,302","1145 Beechwood Blvd,Pittsburgh, PA 15206",None ,Single family residence,Built in 1905,"Natural gas, hot water","Central air, other",3 Attached garage spaces,1.40 Acres,$308 price/sqft,https://www.zillow.com/homedetails/1145-Beechwood-Blvd-Pittsburgh-PA-15206/11629298_zpid/,15206
104,"$429,900",6,3,--,"1111 Mellon St,Pittsburgh, PA 15206","$489,300",Single family residence,Built in 1920,No data,No data,No data,"3,628 sqft",,https://www.zillow.com/homedetails/1111-Mellon-St-Pittsburgh-PA-15206/11620359_zpid/,15206
105,"$535,000",2,3,"1,532","100 Denniston St APT 94,Pittsburgh, PA 15206","$530,600",Townhouse,Built in 1995,"Natural gas, forced air",Central air,2 Attached garage spaces,"2,482 sqft",$349 price/sqft,https://www.zillow.com/homedetails/100-Denniston-St-APT-94-Pittsburgh-PA-15206/11624658_zpid/,15206
106,"$149,900",2,2,"1,470","7220 Butler St,Pittsburgh, PA 15206","$141,000",Single family residence,Built in 1900,"Natural gas, forced air",Central air,Open parking,"2,347 sqft",$102 price/sqft,https://www.zillow.com/homedetails/7220-Butler-St-Pittsburgh-PA-15206/11278009_zpid/,15206
107,"$179,000",1,1,927,"372 S Highland Ave APT 103,Pittsburgh, PA 15206","$171,200",Condominium,Built in 1929,Natural gas,No data,Open parking,,$193 price/sqft,https://www.zillow.com/homedetails/372-S-Highland-Ave-APT-103-Pittsburgh-PA-15206/11625452_zpid/,15206
108,"$150,000",3,1,"1,080","5440 Hillcrest St,Pittsburgh, PA 15206","$137,000",Single family residence,Built in 1915,"Natural gas, forced air",Window a/c,Open parking,"2,112 sqft",$139 price/sqft,https://www.zillow.com/homedetails/5440-Hillcrest-St-Pittsburgh-PA-15206/11520405_zpid/,15206
109,"$249,000",3,1,"1,160","1161 Chislett St,Pittsburgh, PA 15206","$240,200",Single family residence,Built in 1930,No data,Window a/c,Open parking,"2,500 sqft",$215 price/sqft,https://www.zillow.com/homedetails/1161-Chislett-St-Pittsburgh-PA-15206/11619741_zpid/,15206
110,"$130,000",4,2,--,"116 Auburn St,Pittsburgh, PA 15206","$121,100",Single family residence,Built in 1900,Natural gas,No data,Open parking,No data,,https://www.zillow.com/homedetails/116-Auburn-St-Pittsburgh-PA-15206/11623625_zpid/,15206
111,"$2,800,000",9,8,--,"1054 Beechwood Blvd,Pittsburgh, PA 15206",None ,Single family residence,Built in 1905,"Natural gas, hot water","Central air, window a/c",5 Garage spaces,0.57 Acres,,https://www.zillow.com/homedetails/1054-Beechwood-Blvd-Pittsburgh-PA-15206/11629038_zpid/,15206
112,"$160,000",3,1,"1,200","220 Shetland St,Pittsburgh, PA 15206","$149,200",Single family residence,Built in 1910,"Electric, baseboard",Other,4 Open parking spaces,797.15 Sqft,$133 price/sqft,https://www.zillow.com/homedetails/220-Shetland-St-Pittsburgh-PA-15206/11285209_zpid/,15206
113,"$424,700",6,4,"2,515","5810 Rippey St,Pittsburgh, PA 15206","$411,800",Single family residence,Built in 1920,Natural gas,Central air,2 Open parking spaces,"2,252 sqft",$169 price/sqft,https://www.zillow.com/homedetails/5810-Rippey-St-Pittsburgh-PA-15206/11623327_zpid/,15206
114,"$619,900",--,--,--,"238 S Aiken Ave,Pittsburgh, PA 15206","$607,900",Triplex,Built in 1910,No data,No data,Open parking,,,https://www.zillow.com/homedetails/238-S-Aiken-Ave-Pittsburgh-PA-15206/11524410_zpid/,15206
115,"$260,000",3,1,"2,401","403 Lincoln Ave,East Liberty, PA 15206","$242,600",Single family residence,Built in 1900,"Natural gas, forced air",No data,1 Open parking space,"3,720 sqft",$108 price/sqft,https://www.zillow.com/homedetails/403-Lincoln-Ave-East-Liberty-PA-15206/11285648_zpid/,15206
116,"$289,000",2,1,"1,386","5820 Jackson St,Pittsburgh, PA 15206","$277,900",Townhouse,Built in 1925,"Natural gas, forced air",Central air,Open parking,"1,019 sqft",$209 price/sqft,https://www.zillow.com/homedetails/5820-Jackson-St-Pittsburgh-PA-15206/11622430_zpid/,15206
117,"$249,900",3,2,"1,210","1600 Trinity St,Pittsburgh, PA 15206","$239,700",Single family residence,Built in 1945,"Natural gas, forced air",Central air,1 Attached garage space,"3,001 sqft",$207 price/sqft,https://www.zillow.com/homedetails/1600-Trinity-St-Pittsburgh-PA-15206/11278260_zpid/,15206
118,"$229,000",--,--,--,"5418 Black St,Pittsburgh, PA 15206","$213,900",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/5418-Black-St-Pittsburgh-PA-15206/11622218_zpid/,15206
