,price,bd_num,ba_num,sqft,address,zestimate,Building,Calendar,Heating,Snowflake,Parking,Lot,PriceSquareFeet,url,zipcode
119,"$3,280,000",8,5,"9,286","5501 Elgin St,Pittsburgh, PA 15206",None ,Single family residence,Built in 1880,Natural gas,Central air,6 Parking spaces,1.84 Acres,$353 price/sqft,https://www.zillow.com/homedetails/5501-Elgin-St-Pittsburgh-PA-15206/11619870_zpid/,15206
120,"$686,000",3,3,"1,810","5641 Bryant St,Pittsburgh, PA 15206","$682,600",Townhouse,Built in 1930,"Natural gas, hot water",Other,1 Garage space,No data,$379 price/sqft,https://www.zillow.com/homedetails/5641-Bryant-St-Pittsburgh-PA-15206/11620414_zpid/,15206
121,"$125,000",3,1,"1,268","5451 Broad St,Pittsburgh, PA 15206","$118,100",Townhouse,Built in 1920,Natural gas,No data,No data,"1,441 sqft",$99 price/sqft,https://www.zillow.com/homedetails/5451-Broad-St-Pittsburgh-PA-15206/11520474_zpid/,15206
122,"$240,000",3,2,"1,421","1825 Jancey St,Pittsburgh, PA 15206","$237,300",Single family residence,Built in 1910,"Natural gas, forced air",Central air,1 Garage space,"2,304 sqft",$169 price/sqft,https://www.zillow.com/homedetails/1825-Jancey-St-Pittsburgh-PA-15206/11278462_zpid/,15206
123,"$229,999",--,--,--,"6300 Saint Marie St,Pittsburgh, PA 15206","$222,000",Duplex,Built in 1900,No data,No data,No data,,,https://www.zillow.com/homedetails/6300-Saint-Marie-St-Pittsburgh-PA-15206/11623033_zpid/,15206
124,"$199,000",1,1,993,"372 S Highland Ave APT 608,Pittsburgh, PA 15206","$190,800",Condominium,Built in 1935,"Natural gas, hot water",Window a/c,1 Parking space,,$200 price/sqft,https://www.zillow.com/homedetails/372-S-Highland-Ave-APT-608-Pittsburgh-PA-15206/11625496_zpid/,15206
125,"$85,000",3,1,--,"7314 Idlewild Homewood,Pittsburgh, PA 15208","$78,700",Single family residence,Built in 1900,No data,No data,Off street,"2,600 sqft",,https://www.zillow.com/homedetails/7314-Idlewild-Homewood-Pittsburgh-PA-15208/2068495666_zpid/,15208
126,"$12,000",3,1,"1,096","7331 Mount Vernon St,Pittsburgh, PA 15208",None ,Single family residence,Built in 1910,"Natural gas, forced air",No data,Open parking,"1,981 sqft",$11 price/sqft,https://www.zillow.com/homedetails/7331-Mount-Vernon-St-Pittsburgh-PA-15208/67419153_zpid/,15208
127,"$565,000",4,2,"2,027","6848 Meade St,Pittsburgh, PA 15208","$565,000",Single family residence,Built in 1941,"Natural gas, hot water",Window a/c,3 Garage spaces,"4,809 sqft",$279 price/sqft,https://www.zillow.com/homedetails/6848-Meade-St-Pittsburgh-PA-15208/11287156_zpid/,15208
128,"$369,900",4,2,"2,545","310 N Linden Ave,Pittsburgh, PA 15208",Contact Agent,Single family residence,Built in 1921,"Natural gas, forced air",No data,2 Open parking spaces,"2,640 sqft",$145 price/sqft,https://www.zillow.com/homedetails/310-N-Linden-Ave-Pittsburgh-PA-15208/11286094_zpid/,15208
129,"$539,900",6,3,"3,785","6807 Thomas Blvd,Pittsburgh, PA 15208","$505,000",Single family residence,Built in 1890,Natural gas,Other,4 Parking spaces,"7,679 sqft",$143 price/sqft,https://www.zillow.com/homedetails/6807-Thomas-Blvd-Pittsburgh-PA-15208/11286396_zpid/,15208
130,"$65,000",--,--,--,"1412 N Murtland St,Pittsburgh, PA 15208",None ,Duplex,Built in 1900,No data,No data,No data,,,https://www.zillow.com/homedetails/1412-N-Murtland-St-Pittsburgh-PA-15208/11338355_zpid/,15208
131,"$169,900",--,--,--,"211 N Lexington St,Pittsburgh, PA 15208","$169,600",Duplex,Built in 1950,No data,No data,No data,,,https://www.zillow.com/homedetails/211-N-Lexington-St-Pittsburgh-PA-15208/11340863_zpid/,15208
132,"$60,000",7,1,--,"7211 Mount Vernon St,Pittsburgh, PA 15208",None ,Single family residence,Built in 1890,"Natural gas, hot water",No data,Open parking,"1,710 sqft",,https://www.zillow.com/homedetails/7211-Mount-Vernon-St-Pittsburgh-PA-15208/11338877_zpid/,15208
133,"$650,000",5,3,"2,628","6750 McPherson Blvd,Pittsburgh, PA 15208","$636,900",Single family residence,Built in 1924,Natural gas,Window a/c,Open parking,"2,988 sqft",$247 price/sqft,https://www.zillow.com/homedetails/6750-McPherson-Blvd-Pittsburgh-PA-15208/11286379_zpid/,15208
134,"$60,000",3,2,--,"810 N Lang Ave,Pittsburgh, PA 15208","$55,000",Single family residence,Built in 1900,Natural gas,No data,Open parking,"1,491 sqft",,https://www.zillow.com/homedetails/810-N-Lang-Ave-Pittsburgh-PA-15208/11339732_zpid/,15208
135,"$79,900",--,--,--,"7141-43 Bennett Homewood,Pittsburgh, PA 15208",None ,Duplex,Built in 1910,No data,No data,2 Open parking spaces,,,https://www.zillow.com/homedetails/7141-43-Bennett-Homewood-Pittsburgh-PA-15208/2067113503_zpid/,15208
136,"$95,000",2,1,--,"4625 5th Ave APT 504,Pittsburgh, PA 15213","$93,800",Stock cooperative,Built in 1959,"Natural gas, hot water",Wall unit(s),Fee for parking,,,https://www.zillow.com/homedetails/4625-5th-Ave-APT-504-Pittsburgh-PA-15213/2077717406_zpid/,15213
137,"$309,900",3,2,--,"3511 Melwood Ave,Pittsburgh, PA 15213","$302,700",Single family residence,Built in 1900,"Natural gas, forced air","Central air, electric",Open parking,No data,,https://www.zillow.com/homedetails/3511-Melwood-Ave-Pittsburgh-PA-15213/11402753_zpid/,15213
138,"$172,000",1,1,709,"5 Bayard Rd APT 421,Pittsburgh, PA 15213","$169,800",Condominium,Built in 1969,"Natural gas, forced air",Central air,Fee for parking,,$243 price/sqft,https://www.zillow.com/homedetails/5-Bayard-Rd-APT-421-Pittsburgh-PA-15213/11528439_zpid/,15213
139,"$380,000",3,2,"1,818","3229 Parkview Ave,Pittsburgh, PA 15213","$362,300",Single family residence,Built in 1915,"Natural gas, hot water",Window a/c,Open parking,"2,500 sqft",$209 price/sqft,https://www.zillow.com/homedetails/3229-Parkview-Ave-Pittsburgh-PA-15213/11420320_zpid/,15213
140,"$98,500",2,2,--,"4625 5th Ave APT 303,Pittsburgh, PA 15213",None ,Stock cooperative,Built in 1948,"Natural gas, hot water",Wall unit(s),Fee for parking,,,https://www.zillow.com/homedetails/4625-5th-Ave-APT-303-Pittsburgh-PA-15213/2078079804_zpid/,15213
141,"$270,000",3,2,"1,511","5 Bayard Rd APT 912,Pittsburgh, PA 15213","$258,500",Condominium,Built in 1969,"Other, forced air",Central air,Fee for parking,,$179 price/sqft,https://www.zillow.com/homedetails/5-Bayard-Rd-APT-912-Pittsburgh-PA-15213/11528539_zpid/,15213
142,"$375,000",--,--,--,"3211 Juliet St,Pittsburgh, PA 15213","$363,400",Triplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3211-Juliet-St-Pittsburgh-PA-15213/11419791_zpid/,15213
143,"$165,000",1,1,--,"5 Bayard Rd APT 721,Pittsburgh, PA 15213","$156,100",Condominium,Built in 1969,Natural gas,Central air,No data,,,https://www.zillow.com/homedetails/5-Bayard-Rd-APT-721-Pittsburgh-PA-15213/11528505_zpid/,15213
144,"$3,200,000",4,6,"5,800","5023 Frew St UNIT 6BC,Pittsburgh, PA 15213",None ,Stock cooperative,Built in 1929,"Natural gas, hot water",Wall unit(s),2 Attached garage spaces,,$552 price/sqft,https://www.zillow.com/homedetails/5023-Frew-St-UNIT-6BC-Pittsburgh-PA-15213/2078972833_zpid/,15213
145,"$279,500",2,2,--,"540 N Neville St APT 204,Pittsburgh, PA 15213","$276,300",Condominium,Built in 1973,"Natural gas, forced air",No data,2 Attached garage spaces,,,https://www.zillow.com/homedetails/540-N-Neville-St-APT-204-Pittsburgh-PA-15213/11529026_zpid/,15213
146,"$535,000",2,2,"1,900","5023 Frew St UNIT 4D,Pittsburgh, PA 15213","$529,200",Stock cooperative,Built in 1938,Natural gas,Wall unit(s),1 Parking space,,$282 price/sqft,https://www.zillow.com/homedetails/5023-Frew-St-UNIT-4D-Pittsburgh-PA-15213/2078412512_zpid/,15213
147,"$350,000",--,--,--,"3306 Ward St,Pittsburgh, PA 15213","$377,800",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3306-Ward-St-Pittsburgh-PA-15213/11419962_zpid/,15213
148,"$678,000",2,2,--,"154 N Bellefield Ave APT 76,Oakland, PA 15213",None ,Stock cooperative,Built in 1958,"Natural gas, forced air",Central air,2 Parking spaces,,,https://www.zillow.com/homedetails/154-N-Bellefield-Ave-APT-76-Oakland-PA-15213/2096635432_zpid/,15213
149,"$350,000",3,1,"1,995","267 Dunseith St,Pittsburgh, PA 15213","$333,300",Single family residence,Built in 1910,"Natural gas, forced air",No data,4 Parking spaces,"3,640 sqft",$175 price/sqft,https://www.zillow.com/homedetails/267-Dunseith-St-Pittsburgh-PA-15213/11412235_zpid/,15213
150,"$579,000",3,3,"1,940","122 Burrows St,Pittsburgh, PA 15213","$548,100",Townhouse,Built in 2021,No data,Central air,1 Attached garage space,"1,800 sqft",$298 price/sqft,https://www.zillow.com/homedetails/122-Burrows-St-Pittsburgh-PA-15213/333136448_zpid/,15213
151,"$325,000",2,2,"1,473","220 N Dithridge St APT 305,Pittsburgh, PA 15213","$325,000",Condominium,Built in 1972,"Electric, forced air","Central air, electric",1 Parking space,,$221 price/sqft,https://www.zillow.com/homedetails/220-N-Dithridge-St-APT-305-Pittsburgh-PA-15213/11407601_zpid/,15213
152,"$500,000",4,2,"1,980","3456 Frazier St,Pittsburgh, PA 15213","$495,200",Townhouse,Built in 2015,"Natural gas, forced air",Central air,Off street,"1,999 sqft",$253 price/sqft,https://www.zillow.com/homedetails/3456-Frazier-St-Pittsburgh-PA-15213/164340878_zpid/,15213
153,"$299,000",--,--,--,"212 Ophelia St,Pittsburgh, PA 15213","$291,200",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/212-Ophelia-St-Pittsburgh-PA-15213/11413201_zpid/,15213
154,"$198,800",3,3,"1,530","3764 Bigelow Blvd,Pittsburgh, PA 15213","$183,600",Single family residence,Built in 1900,"Natural gas, forced air",Central air,1 Attached garage space,"3,201 sqft",$130 price/sqft,https://www.zillow.com/homedetails/3764-Bigelow-Blvd-Pittsburgh-PA-15213/11402805_zpid/,15213
155,"$349,000",2,2,"1,413","220 N Dithridge St APT 807,Pittsburgh, PA 15213","$340,700",Condominium,Built in 1972,"Electric, forced air",Central air,1 Attached garage space,,$247 price/sqft,https://www.zillow.com/homedetails/220-N-Dithridge-St-APT-807-Pittsburgh-PA-15213/11407642_zpid/,15213
156,"$295,000",3,2,--,"3375 Parkview Ave,Pittsburgh, PA 15213","$334,900",Townhouse,Built in 1920,"Natural gas, forced air",Electric,2 Parking spaces,"1,980 sqft",,https://www.zillow.com/homedetails/3375-Parkview-Ave-Pittsburgh-PA-15213/11413704_zpid/,15213
157,"$549,000",2,3,"1,940","112 Burrows St,Pittsburgh, PA 15213","$523,300",Townhouse,Built in 2021,No data,Central air,1 Attached garage space,"1,800 sqft",$283 price/sqft,https://www.zillow.com/homedetails/112-Burrows-St-Pittsburgh-PA-15213/333136446_zpid/,15213
158,"$599,000",3,3,"1,940","132 Burrows St,Pittsburgh, PA 15213","$567,100",Townhouse,Built in 2021,No data,Central air,1 Attached garage space,"1,800 sqft",$309 price/sqft,https://www.zillow.com/homedetails/132-Burrows-St-Pittsburgh-PA-15213/333109458_zpid/,15213
159,"$2,700,000",4,4,"2,500","3567 Bigelow Blvd,Pittsburgh, PA 15213",None ,Singlefamily,Built in 1930,"Natural gas, forced air",Central air,8 Attached garage spaces,"5,000 sqft","$1,080 price/sqft",https://www.zillow.com/homedetails/3567-Bigelow-Blvd-Pittsburgh-PA-15213/2076555487_zpid/,15213
160,"$599,000",2,2,"1,800","146 N Bellefield Ave APT 601,Pittsburgh, PA 15213","$622,400",Condominium,Built in 1986,Electric,Central air,2 Attached garage spaces,,$333 price/sqft,https://www.zillow.com/homedetails/146-N-Bellefield-Ave-APT-601-Pittsburgh-PA-15213/11407845_zpid/,15213
161,"$1,100,000",5,4,"5,255","4305 Bigelow Blvd,Pittsburgh, PA 15213","$1,048,900",Single family residence,Built in 1920,"Natural gas, hot water",Central air,3 Garage spaces,"9,448 sqft",$209 price/sqft,https://www.zillow.com/homedetails/4305-Bigelow-Blvd-Pittsburgh-PA-15213/11407883_zpid/,15213
162,"$220,000",4,2,"1,475","3448 Frazier St,Pittsburgh, PA 15213","$211,700",Single family residence,Built in 1890,"Natural gas, forced air",Window a/c,Open parking,"2,230 sqft",$149 price/sqft,https://www.zillow.com/homedetails/3448-Frazier-St-Pittsburgh-PA-15213/11420042_zpid/,15213
163,"$449,000",3,3,"2,156","220 N Dithridge St APT 1200,Pittsburgh, PA 15213","$428,300",Condominium,Built in 1972,"Electric, forced air",Central air,1 Attached garage space,,$208 price/sqft,https://www.zillow.com/homedetails/220-N-Dithridge-St-APT-1200-Pittsburgh-PA-15213/164333379_zpid/,15213
164,"$119,000",2,1,--,"4625 5th Ave APT 616,Pittsburgh, PA 15213","$117,800",Stock cooperative,Built in 1957,Natural gas,Window a/c,1 Parking space,,,https://www.zillow.com/homedetails/4625-5th-Ave-APT-616-Pittsburgh-PA-15213/2067409912_zpid/,15213
165,"$249,900",--,--,--,"3227 Joe Hammer Sq,Pittsburgh, PA 15213","$240,800",Duplex,Built in 1910,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3227-Joe-Hammer-Sq-Pittsburgh-PA-15213/11413202_zpid/,15213
166,"$159,900",1,1,709,"5 Bayard Rd APT 101,Pittsburgh, PA 15213","$157,800",Condominium,Built in 1969,"Natural gas, forced air",Central air,1 Parking space,,$226 price/sqft,https://www.zillow.com/homedetails/5-Bayard-Rd-APT-101-Pittsburgh-PA-15213/11528358_zpid/,15213
167,"$500,000",4,3,"1,980","3500 Frazier St,Pittsburgh, PA 15213","$495,800",Townhouse,Built in 2015,"Natural gas, forced air",Central air,Open parking,"1,999 sqft",$253 price/sqft,https://www.zillow.com/homedetails/3500-Frazier-St-Pittsburgh-PA-15213/164612964_zpid/,15213
168,"$799,500",3,4,"2,500","5023 Frew St APT C4,Pittsburgh, PA 15213","$764,800",Stock cooperative,Built in 1927,"Natural gas, hot water",Wall unit(s),Attached garage,,$320 price/sqft,https://www.zillow.com/homedetails/5023-Frew-St-APT-C4-Pittsburgh-PA-15213/2069301307_zpid/,15213
