,price,bd_num,ba_num,sqft,address,zestimate,Building,Calendar,Heating,Snowflake,Parking,Lot,PriceSquareFeet,url,zipcode
95,"$130,000",4,2,--,"116 Auburn St,Pittsburgh, PA 15206","$121,100",Single family residence,Built in 1900,Natural gas,No data,Open parking,No data,,https://www.zillow.com/homedetails/116-Auburn-St-Pittsburgh-PA-15206/11623625_zpid/,15206
96,"$535,000",2,3,"1,532","100 Denniston St APT 94,Pittsburgh, PA 15206","$530,600",Townhouse,Built in 1995,"Natural gas, forced air",Central air,2 Attached garage spaces,"2,482 sqft",$349 price/sqft,https://www.zillow.com/homedetails/100-Denniston-St-APT-94-Pittsburgh-PA-15206/11624658_zpid/,15206
97,"$700,000",4,4,"3,800","6208 Saint Marie St,Pittsburgh, PA 15206","$686,000",Single family residence,Built in 1870,"Natural gas, forced air",Central air,2 Parking spaces,"2,600 sqft",$184 price/sqft,https://www.zillow.com/homedetails/6208-Saint-Marie-St-Pittsburgh-PA-15206/11623170_zpid/,15206
98,"$229,999",--,--,--,"6300 Saint Marie St,Pittsburgh, PA 15206","$222,000",Duplex,Built in 1900,No data,No data,No data,,,https://www.zillow.com/homedetails/6300-Saint-Marie-St-Pittsburgh-PA-15206/11623033_zpid/,15206
99,"$4,900,000",6,7,"11,782","1160 Beechwood Blvd,Pittsburgh, PA 15206","$4,289,600",Single family residence,Built in 1920,"Natural gas, forced air",Central air,4 Attached garage spaces,1.20 Acres,$416 price/sqft,https://www.zillow.com/homedetails/1160-Beechwood-Blvd-Pittsburgh-PA-15206/11629224_zpid/,15206
100,"$49,750",3,2,"2,135","308 Carver St,Pittsburgh, PA 15206",None ,Singlefamily,Built in 1875,No data,No data,1 Open parking space,"6,500 sqft",$23 price/sqft,https://www.zillow.com/homedetails/308-Carver-St-Pittsburgh-PA-15206/11285643_zpid/,15206
101,"$150,000",3,1,"1,080","5440 Hillcrest St,Pittsburgh, PA 15206","$137,000",Single family residence,Built in 1915,"Natural gas, forced air",Window a/c,Open parking,"2,112 sqft",$139 price/sqft,https://www.zillow.com/homedetails/5440-Hillcrest-St-Pittsburgh-PA-15206/11520405_zpid/,15206
102,"$240,000",3,2,"1,421","1825 Jancey St,Pittsburgh, PA 15206","$237,300",Single family residence,Built in 1910,"Natural gas, forced air",Central air,1 Garage space,"2,304 sqft",$169 price/sqft,https://www.zillow.com/homedetails/1825-Jancey-St-Pittsburgh-PA-15206/11278462_zpid/,15206
103,"$4,400,000",9,9,"14,302","1145 Beechwood Blvd,Pittsburgh, PA 15206",None ,Single family residence,Built in 1905,"Natural gas, hot water","Central air, other",3 Attached garage spaces,1.40 Acres,$308 price/sqft,https://www.zillow.com/homedetails/1145-Beechwood-Blvd-Pittsburgh-PA-15206/11629298_zpid/,15206
104,"$240,000",3,1,"1,392","6321 Stanton Ave,Pittsburgh, PA 15206","$247,300",Single family residence,Built in 1911,"Natural gas, hot water",Window a/c,1 Parking space,"3,362 sqft",$172 price/sqft,https://www.zillow.com/homedetails/6321-Stanton-Ave-Pittsburgh-PA-15206/11284309_zpid/,15206
105,"$619,900",--,--,--,"238 S Aiken Ave,Pittsburgh, PA 15206","$607,900",Triplex,Built in 1910,No data,No data,Open parking,,,https://www.zillow.com/homedetails/238-S-Aiken-Ave-Pittsburgh-PA-15206/11524410_zpid/,15206
106,"$686,000",3,3,"1,810","5641 Bryant St,Pittsburgh, PA 15206","$682,600",Townhouse,Built in 1930,"Natural gas, hot water",Other,1 Garage space,No data,$379 price/sqft,https://www.zillow.com/homedetails/5641-Bryant-St-Pittsburgh-PA-15206/11620414_zpid/,15206
107,"$229,000",--,--,--,"5418 Black St,Pittsburgh, PA 15206","$213,900",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/5418-Black-St-Pittsburgh-PA-15206/11622218_zpid/,15206
108,"$3,280,000",8,5,"9,286","5501 Elgin St,Pittsburgh, PA 15206",None ,Single family residence,Built in 1880,Natural gas,Central air,6 Parking spaces,1.84 Acres,$353 price/sqft,https://www.zillow.com/homedetails/5501-Elgin-St-Pittsburgh-PA-15206/11619870_zpid/,15206
109,"$42,500",2,1,"1,346","111 Continental St,Pittsburgh, PA 15206",None ,Single family residence,Built in 1910,"Natural gas, radiant",Window a/c,2 Parking spaces,"3,423 sqft",$32 price/sqft,https://www.zillow.com/homedetails/111-Continental-St-Pittsburgh-PA-15206/11285901_zpid/,15206
110,"$289,000",2,1,"1,386","5820 Jackson St,Pittsburgh, PA 15206","$277,900",Townhouse,Built in 1925,"Natural gas, forced air",Central air,Open parking,"1,019 sqft",$209 price/sqft,https://www.zillow.com/homedetails/5820-Jackson-St-Pittsburgh-PA-15206/11622430_zpid/,15206
111,"$599,900",4,3,"3,251","5815 Station St,Pittsburgh, PA 15206","$592,500",Single family residence,Built in 1925,"Natural gas, forced air",Central air,8 Parking spaces,"4,935 sqft",$185 price/sqft,https://www.zillow.com/homedetails/5815-Station-St-Pittsburgh-PA-15206/11623565_zpid/,15206
112,"$149,900",2,2,"1,470","7220 Butler St,Pittsburgh, PA 15206","$141,000",Single family residence,Built in 1900,"Natural gas, forced air",Central air,Open parking,"2,347 sqft",$102 price/sqft,https://www.zillow.com/homedetails/7220-Butler-St-Pittsburgh-PA-15206/11278009_zpid/,15206
113,"$260,000",3,1,"2,401","403 Lincoln Ave,East Liberty, PA 15206","$242,600",Single family residence,Built in 1900,"Natural gas, forced air",No data,1 Open parking space,"3,720 sqft",$108 price/sqft,https://www.zillow.com/homedetails/403-Lincoln-Ave-East-Liberty-PA-15206/11285648_zpid/,15206
114,"$429,900",6,3,--,"1111 Mellon St,Pittsburgh, PA 15206","$489,300",Single family residence,Built in 1920,No data,No data,No data,"3,628 sqft",,https://www.zillow.com/homedetails/1111-Mellon-St-Pittsburgh-PA-15206/11620359_zpid/,15206
115,"$125,000",3,1,"1,268","5451 Broad St,Pittsburgh, PA 15206","$118,100",Townhouse,Built in 1920,Natural gas,No data,No data,"1,441 sqft",$99 price/sqft,https://www.zillow.com/homedetails/5451-Broad-St-Pittsburgh-PA-15206/11520474_zpid/,15206
116,"$450,000",--,--,--,"5538 Avondale Pl,Pittsburgh, PA 15206","$446,700",Triplex,Built in 1921,No data,No data,1 Garage space,,,https://www.zillow.com/homedetails/5538-Avondale-Pl-Pittsburgh-PA-15206/11620820_zpid/,15206
117,"$85,000",3,1,--,"7314 Idlewild Homewood,Pittsburgh, PA 15208","$78,700",Single family residence,Built in 1900,No data,No data,Off street,"2,600 sqft",,https://www.zillow.com/homedetails/7314-Idlewild-Homewood-Pittsburgh-PA-15208/2068495666_zpid/,15208
118,"$169,900",--,--,--,"211 N Lexington St,Pittsburgh, PA 15208","$169,600",Duplex,Built in 1950,No data,No data,No data,,,https://www.zillow.com/homedetails/211-N-Lexington-St-Pittsburgh-PA-15208/11340863_zpid/,15208
119,"$539,900",6,3,"3,785","6807 Thomas Blvd,Pittsburgh, PA 15208","$505,000",Single family residence,Built in 1890,Natural gas,Other,4 Parking spaces,"7,679 sqft",$143 price/sqft,https://www.zillow.com/homedetails/6807-Thomas-Blvd-Pittsburgh-PA-15208/11286396_zpid/,15208
120,"$369,900",4,2,"2,545","310 N Linden Ave,Pittsburgh, PA 15208",Contact Agent,Single family residence,Built in 1921,"Natural gas, forced air",No data,2 Open parking spaces,"2,640 sqft",$145 price/sqft,https://www.zillow.com/homedetails/310-N-Linden-Ave-Pittsburgh-PA-15208/11286094_zpid/,15208
121,"$12,000",3,1,"1,096","7331 Mount Vernon St,Pittsburgh, PA 15208",None ,Single family residence,Built in 1910,"Natural gas, forced air",No data,Open parking,"1,981 sqft",$11 price/sqft,https://www.zillow.com/homedetails/7331-Mount-Vernon-St-Pittsburgh-PA-15208/67419153_zpid/,15208
122,"$650,000",5,3,"2,628","6750 McPherson Blvd,Pittsburgh, PA 15208","$636,900",Single family residence,Built in 1924,Natural gas,Window a/c,Open parking,"2,988 sqft",$247 price/sqft,https://www.zillow.com/homedetails/6750-McPherson-Blvd-Pittsburgh-PA-15208/11286379_zpid/,15208
123,"$60,000",7,1,--,"7211 Mount Vernon St,Pittsburgh, PA 15208",None ,Single family residence,Built in 1890,"Natural gas, hot water",No data,Open parking,"1,710 sqft",,https://www.zillow.com/homedetails/7211-Mount-Vernon-St-Pittsburgh-PA-15208/11338877_zpid/,15208
124,"$65,000",--,--,--,"1412 N Murtland St,Pittsburgh, PA 15208",None ,Duplex,Built in 1900,No data,No data,No data,,,https://www.zillow.com/homedetails/1412-N-Murtland-St-Pittsburgh-PA-15208/11338355_zpid/,15208
125,"$79,900",--,--,--,"7141-43 Bennett Homewood,Pittsburgh, PA 15208",None ,Duplex,Built in 1910,No data,No data,2 Open parking spaces,,,https://www.zillow.com/homedetails/7141-43-Bennett-Homewood-Pittsburgh-PA-15208/2067113503_zpid/,15208
126,"$60,000",3,2,--,"810 N Lang Ave,Pittsburgh, PA 15208","$55,000",Single family residence,Built in 1900,Natural gas,No data,Open parking,"1,491 sqft",,https://www.zillow.com/homedetails/810-N-Lang-Ave-Pittsburgh-PA-15208/11339732_zpid/,15208
127,"$565,000",4,2,"2,027","6848 Meade St,Pittsburgh, PA 15208","$565,000",Single family residence,Built in 1941,"Natural gas, hot water",Window a/c,3 Garage spaces,"4,809 sqft",$279 price/sqft,https://www.zillow.com/homedetails/6848-Meade-St-Pittsburgh-PA-15208/11287156_zpid/,15208
128,"$799,000",3,5,"2,865","4803 Ellsworth Ave,Pittsburgh, PA 15213","$781,100",Townhouse,Built in 1993,"Natural gas, forced air","Central air, electric",2 Attached garage spaces,"6,098 sqft",$279 price/sqft,https://www.zillow.com/homedetails/4803-Ellsworth-Ave-Pittsburgh-PA-15213/11528937_zpid/,15213
129,"$295,000",3,2,--,"3375 Parkview Ave,Pittsburgh, PA 15213","$334,900",Townhouse,Built in 1920,"Natural gas, forced air",Electric,2 Parking spaces,"1,980 sqft",,https://www.zillow.com/homedetails/3375-Parkview-Ave-Pittsburgh-PA-15213/11413704_zpid/,15213
130,"$180,000",2,1,"1,408","30-32 Hardie Way,Pittsburgh, PA 15213","$168,200",Single family residence,Built in 1900,"Natural gas, forced air",No data,Open parking,"1,260 sqft",$128 price/sqft,https://www.zillow.com/homedetails/30-32-Hardie-Way-Pittsburgh-PA-15213/2071552820_zpid/,15213
131,"$299,000",--,--,--,"212 Ophelia St,Pittsburgh, PA 15213","$291,200",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/212-Ophelia-St-Pittsburgh-PA-15213/11413201_zpid/,15213
132,"$995,000",3,5,--,"4919 Centre Ave,Pittsburgh, PA 15213","$944,900",Single family residence,Built in 1878,No data,Central air,7 Parking spaces,No data,,https://www.zillow.com/homedetails/4919-Centre-Ave-Pittsburgh-PA-15213/2114952459_zpid/,15213
133,"$350,000",3,1,"1,995","267 Dunseith St,Pittsburgh, PA 15213","$333,300",Single family residence,Built in 1910,"Natural gas, forced air",No data,4 Parking spaces,"3,640 sqft",$175 price/sqft,https://www.zillow.com/homedetails/267-Dunseith-St-Pittsburgh-PA-15213/11412235_zpid/,15213
134,"$549,000",2,3,"1,940","112 Burrows St,Pittsburgh, PA 15213","$523,300",Townhouse,Built in 2021,No data,Central air,1 Attached garage space,"1,800 sqft",$283 price/sqft,https://www.zillow.com/homedetails/112-Burrows-St-Pittsburgh-PA-15213/333136446_zpid/,15213
135,"$249,900",--,--,--,"3227 Joe Hammer Sq,Pittsburgh, PA 15213","$240,800",Duplex,Built in 1910,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3227-Joe-Hammer-Sq-Pittsburgh-PA-15213/11413202_zpid/,15213
136,"$330,000",--,--,--,"3706 Melwood Ave,Pittsburgh, PA 15213","$322,900",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3706-Melwood-Ave-Pittsburgh-PA-15213/11402772_zpid/,15213
137,"$1,100,000",5,4,"5,255","4305 Bigelow Blvd,Pittsburgh, PA 15213","$1,048,900",Single family residence,Built in 1920,"Natural gas, hot water",Central air,3 Garage spaces,"9,448 sqft",$209 price/sqft,https://www.zillow.com/homedetails/4305-Bigelow-Blvd-Pittsburgh-PA-15213/11407883_zpid/,15213
138,"$2,700,000",4,4,"2,500","3567 Bigelow Blvd,Pittsburgh, PA 15213",None ,Singlefamily,Built in 1930,"Natural gas, forced air",Central air,8 Attached garage spaces,"5,000 sqft","$1,080 price/sqft",https://www.zillow.com/homedetails/3567-Bigelow-Blvd-Pittsburgh-PA-15213/2076555487_zpid/,15213
139,"$198,800",3,3,"1,530","3764 Bigelow Blvd,Pittsburgh, PA 15213","$183,600",Single family residence,Built in 1900,"Natural gas, forced air",Central air,1 Attached garage space,"3,201 sqft",$130 price/sqft,https://www.zillow.com/homedetails/3764-Bigelow-Blvd-Pittsburgh-PA-15213/11402805_zpid/,15213
140,"$350,000",--,--,--,"3306 Ward St,Pittsburgh, PA 15213","$377,800",Duplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3306-Ward-St-Pittsburgh-PA-15213/11419962_zpid/,15213
141,"$579,000",2,3,"1,940","110 Burrows St,Pittsburgh, PA 15213","$550,500",Townhouse,Built in 2021,No data,No data,1 Attached garage space,"1,800 sqft",$298 price/sqft,https://www.zillow.com/homedetails/110-Burrows-St-Pittsburgh-PA-15213/333136445_zpid/,15213
142,"$309,900",3,2,--,"3511 Melwood Ave,Pittsburgh, PA 15213","$302,700",Single family residence,Built in 1900,"Natural gas, forced air","Central air, electric",Open parking,No data,,https://www.zillow.com/homedetails/3511-Melwood-Ave-Pittsburgh-PA-15213/11402753_zpid/,15213
143,"$380,000",3,2,"1,818","3229 Parkview Ave,Pittsburgh, PA 15213","$362,300",Single family residence,Built in 1915,"Natural gas, hot water",Window a/c,Open parking,"2,500 sqft",$209 price/sqft,https://www.zillow.com/homedetails/3229-Parkview-Ave-Pittsburgh-PA-15213/11420320_zpid/,15213
144,"$599,000",3,3,"1,940","132 Burrows St,Pittsburgh, PA 15213","$567,100",Townhouse,Built in 2021,No data,Central air,1 Attached garage space,"1,800 sqft",$309 price/sqft,https://www.zillow.com/homedetails/132-Burrows-St-Pittsburgh-PA-15213/333109458_zpid/,15213
145,"$220,000",4,2,"1,475","3448 Frazier St,Pittsburgh, PA 15213","$211,700",Single family residence,Built in 1890,"Natural gas, forced air",Window a/c,Open parking,"2,230 sqft",$149 price/sqft,https://www.zillow.com/homedetails/3448-Frazier-St-Pittsburgh-PA-15213/11420042_zpid/,15213
146,"$579,000",3,3,"1,940","122 Burrows St,Pittsburgh, PA 15213","$548,100",Townhouse,Built in 2021,No data,Central air,1 Attached garage space,"1,800 sqft",$298 price/sqft,https://www.zillow.com/homedetails/122-Burrows-St-Pittsburgh-PA-15213/333136448_zpid/,15213
147,"$500,000",4,2,"1,980","3456 Frazier St,Pittsburgh, PA 15213","$495,200",Townhouse,Built in 2015,"Natural gas, forced air",Central air,Off street,"1,999 sqft",$253 price/sqft,https://www.zillow.com/homedetails/3456-Frazier-St-Pittsburgh-PA-15213/164340878_zpid/,15213
148,"$375,000",--,--,--,"3211 Juliet St,Pittsburgh, PA 15213","$363,400",Triplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/3211-Juliet-St-Pittsburgh-PA-15213/11419791_zpid/,15213
149,"$215,000",3,1,--,"202 Chesterfield Rd,Pittsburgh, PA 15213","$210,900",Townhouse,,Natural gas,No data,Open parking,No data,,https://www.zillow.com/homedetails/202-Chesterfield-Rd-Pittsburgh-PA-15213/11412420_zpid/,15213
150,"$500,000",4,3,"1,980","3500 Frazier St,Pittsburgh, PA 15213","$495,800",Townhouse,Built in 2015,"Natural gas, forced air",Central air,Open parking,"1,999 sqft",$253 price/sqft,https://www.zillow.com/homedetails/3500-Frazier-St-Pittsburgh-PA-15213/164612964_zpid/,15213
151,"$389,000",5,3,--,"6334 Forward Ave,Pittsburgh, PA 15217","$369,600",Single family residence,Built in 1900,No data,No data,Off street,"4,500 sqft",,https://www.zillow.com/homedetails/6334-Forward-Ave-Pittsburgh-PA-15217/11635530_zpid/,15217
152,"$239,000",4,4,"1,880","1831 Boulevard Dr,Pittsburgh, PA 15217",None ,Single family residence,Built in 1920,Natural gas,Other,6 Parking spaces,"2,169 sqft",$127 price/sqft,https://www.zillow.com/homedetails/1831-Boulevard-Dr-Pittsburgh-PA-15217/2067322105_zpid/,15217
153,"$285,000",3,1,"1,486","961 Deely St,Pittsburgh, PA 15217","$284,000",Single family residence,Built in 1912,Natural gas,Window a/c,1 Garage space,"2,252 sqft",$192 price/sqft,https://www.zillow.com/homedetails/961-Deely-St-Pittsburgh-PA-15217/11639275_zpid/,15217
154,"$1,200,000",4,4,"3,224","5430 Aylesboro Ave,Pittsburgh, PA 15217","$1,134,200",Single family residence,Built in 1900,"Natural gas, forced air","Central air, electric",2 Garage spaces,"8,004 sqft",$372 price/sqft,https://www.zillow.com/homedetails/5430-Aylesboro-Ave-Pittsburgh-PA-15217/11630977_zpid/,15217
155,"$325,000",3,1,"1,570","5620 Phillips Ave,Pittsburgh, PA 15217","$325,000",Townhouse,Built in 1920,Natural gas,Central air,No data,"2,435 sqft",$207 price/sqft,https://www.zillow.com/homedetails/5620-Phillips-Ave-Pittsburgh-PA-15217/11634829_zpid/,15217
156,"$485,000",2,3,"1,600","1406 Fairstead Ln,Pittsburgh, PA 15217","$480,200",Townhouse,Built in 2005,"Natural gas, forced air",Central air,2 Garage spaces,"2,103 sqft",$303 price/sqft,https://www.zillow.com/homedetails/1406-Fairstead-Ln-Pittsburgh-PA-15217/87991663_zpid/,15217
157,"$198,000",2,2,"1,288","628 Loretta St,Pittsburgh, PA 15217","$217,100",Single family residence,Built in 1902,Radiant,No data,Open parking,"3,406 sqft",$154 price/sqft,https://www.zillow.com/homedetails/628-Loretta-St-Pittsburgh-PA-15217/11545344_zpid/,15217
158,"$1,150,000",--,--,--,"5952 Phillips Ave,Pittsburgh, PA 15217","$1,069,400",Multifamily,Built in 1900,No data,No data,2 Attached garage spaces,,,https://www.zillow.com/homedetails/5952-Phillips-Ave-Pittsburgh-PA-15217/2102796690_zpid/,15217
159,"$275,000",3,2,"1,340","3346 Beechwood Blvd,Pittsburgh, PA 15217","$291,700",Single family residence,Built in 1960,"Natural gas, forced air",Central air,1 Attached garage space,"10,175 sqft",$205 price/sqft,https://www.zillow.com/homedetails/3346-Beechwood-Blvd-Pittsburgh-PA-15217/11639995_zpid/,15217
160,"$895,000",6,3,"3,128","5812 Northumberland St,Pittsburgh, PA 15217","$892,000",Single family residence,Built in 1911,"Natural gas, hot water","Central air, electric",2 Garage spaces,No data,$286 price/sqft,https://www.zillow.com/homedetails/5812-Northumberland-St-Pittsburgh-PA-15217/11630763_zpid/,15217
161,"$174,900",4,2,"2,151","730 Montclair St,Pittsburgh, PA 15217","$170,600",Single family residence,Built in 1910,"Natural gas, hot water",No data,Open parking,No data,$81 price/sqft,https://www.zillow.com/homedetails/730-Montclair-St-Pittsburgh-PA-15217/11639929_zpid/,15217
162,"$1,100,000",4,4,"4,326","5700 Lynne Haven Rd,Pittsburgh, PA 15217","$1,026,600",Single family residence,Built in 1928,"Natural gas, hot water",Central air,4 Attached garage spaces,No data,$254 price/sqft,https://www.zillow.com/homedetails/5700-Lynne-Haven-Rd-Pittsburgh-PA-15217/11629427_zpid/,15217
163,"$405,000",3,2,"1,326","2257 Shady Ave,Pittsburgh, PA 15217","$386,900",Single family residence,Built in 1932,"Natural gas, forced air",Window a/c,2 Attached garage spaces,"8,206 sqft",$305 price/sqft,https://www.zillow.com/homedetails/2257-Shady-Ave-Pittsburgh-PA-15217/11635048_zpid/,15217
164,"$444,900",6,4,"2,327","5582 Pocusset St,Pittsburgh, PA 15217","$438,500",Single family residence,Built in 1918,"Natural gas, hot water",Window a/c,Open parking,"6,030 sqft",$191 price/sqft,https://www.zillow.com/homedetails/5582-Pocusset-St-Pittsburgh-PA-15217/11635354_zpid/,15217
165,"$179,900",2,1,798,"835 Mirror St,Pittsburgh, PA 15217","$176,200",Single family residence,Built in 1950,"Natural gas, forced air",Central air,1 Attached garage space,"2,252 sqft",$225 price/sqft,https://www.zillow.com/homedetails/835-Mirror-St-Pittsburgh-PA-15217/11540514_zpid/,15217
166,"$365,000",3,3,--,"4165 Beehner Rd,Pittsburgh, PA 15217","$360,000",Single family residence,Built in 1950,"Natural gas, forced air",Central air,3 Attached garage spaces,No data,,https://www.zillow.com/homedetails/4165-Beehner-Rd-Pittsburgh-PA-15217/11544725_zpid/,15217
167,"$409,900",--,--,--,"1148 Greenfield Ave,Pittsburgh, PA 15217","$397,300",Quadruplex,Built in 1900,No data,No data,Open parking,,,https://www.zillow.com/homedetails/1148-Greenfield-Ave-Pittsburgh-PA-15217/11639836_zpid/,15217
168,"$610,000",4,4,--,"6747 Wilkins Ave,Pittsburgh, PA 15217","$600,200",Single family residence,Built in 1930,"Natural gas, hot water",Central air,2 Garage spaces,"3,600 sqft",,https://www.zillow.com/homedetails/6747-Wilkins-Ave-Pittsburgh-PA-15217/11288014_zpid/,15217
169,"$319,000",--,--,--,"764 Hazelwood Ave,Pittsburgh, PA 15217","$314,500",Duplex,Built in 1903,No data,No data,1 Parking space,,,https://www.zillow.com/homedetails/764-Hazelwood-Ave-Pittsburgh-PA-15217/11639887_zpid/,15217
170,"$425,000",3,3,"2,085","6300 Alderson St,Pittsburgh, PA 15217","$407,900",Single family residence,Built in 1926,"Natural gas, hot water",Central air,Off street,"5,627 sqft",$204 price/sqft,https://www.zillow.com/homedetails/6300-Alderson-St-Pittsburgh-PA-15217/11635934_zpid/,15217
171,"$220,000",4,2,"1,254","664 Montclair St,Pittsburgh, PA 15217","$210,900",Single family residence,Built in 1930,"Natural gas, forced air",No data,1 Open parking space,"2,252 sqft",$175 price/sqft,https://www.zillow.com/homedetails/664-Montclair-St-Pittsburgh-PA-15217/11545239_zpid/,15217
172,"$549,000",3,4,"1,584","5552 Darlington Rd,Pittsburgh, PA 15217","$523,500",Townhouse,Built in 1985,No data,Central air,2 Attached garage spaces,"3,641 sqft",$347 price/sqft,https://www.zillow.com/homedetails/5552-Darlington-Rd-Pittsburgh-PA-15217/11631349_zpid/,15217
173,"$550,000",5,5,"2,451","1129 Greenfield Ave,Pittsburgh, PA 15217","$528,800",Single family residence,Built in 1925,"Natural gas, forced air",Central air,4 Parking spaces,"3,362 sqft",$224 price/sqft,https://www.zillow.com/homedetails/1129-Greenfield-Ave-Pittsburgh-PA-15217/11639908_zpid/,15217
174,"$395,000",5,2,"2,190","5516 Bartlett St,Pittsburgh, PA 15217","$390,900",Townhouse,Built in 1910,"Natural gas, hot water",Window a/c,1 Garage space,"2,469 sqft",$180 price/sqft,https://www.zillow.com/homedetails/5516-Bartlett-St-Pittsburgh-PA-15217/11631755_zpid/,15217
175,"$1,099,000",5,4,"4,392","1140 S Negley Ave,Pittsburgh, PA 15217","$1,047,900",Single family residence,Built in 1906,"Natural gas, hot water","Central air, electric",2 Garage spaces,"6,220 sqft",$250 price/sqft,https://www.zillow.com/homedetails/1140-S-Negley-Ave-Pittsburgh-PA-15217/11629486_zpid/,15217
176,"$349,900",4,2,"1,742","5653 Melvin St,Pittsburgh, PA 15217","$342,500",Single family residence,Built in 1930,Natural gas,"Central air, electric",Open parking,"4,421 sqft",$201 price/sqft,https://www.zillow.com/homedetails/5653-Melvin-St-Pittsburgh-PA-15217/11635398_zpid/,15217
177,"$899,999",6,3,"3,386","1331 Beechwood Blvd,Pittsburgh, PA 15217","$872,200",Single family residence,Built in 1909,"Natural gas, hot water",Central air,1 Garage space,"7,500 sqft",$266 price/sqft,https://www.zillow.com/homedetails/1331-Beechwood-Blvd-Pittsburgh-PA-15217/11629992_zpid/,15217
178,"$199,000",3,2,--,"3330 Guy St,Pittsburgh, PA 15217","$195,900",Single family residence,Built in 1910,No data,No data,No data,"3,001 sqft",,https://www.zillow.com/homedetails/3330-Guy-St-Pittsburgh-PA-15217/164703720_zpid/,15217
179,"$924,900",5,4,"4,021","2440 Mount Royal Rd,Pittsburgh, PA 15217","$883,800",Single family residence,Built in 1965,"Natural gas, forced air",Electric,2 Attached garage spaces,"9,748 sqft",$230 price/sqft,https://www.zillow.com/homedetails/2440-Mount-Royal-Rd-Pittsburgh-PA-15217/11289863_zpid/,15217
180,"$124,900",3,2,"1,260","620 Calera St,Pittsburgh, PA 15207","$124,900",Single family residence,Built in 1947,Natural gas,Central air,Open parking,"2,435 sqft",$99 price/sqft,https://www.zillow.com/homedetails/620-Calera-St-Pittsburgh-PA-15207/11299914_zpid/,15207
181,"$233,000",3,2,"1,500","4539 Parnell St,Pittsburgh, PA 15207","$232,500",Single family residence,Built in 1900,"Electric, forced air",Central air,1 Garage space,"3,123 sqft",$155 price/sqft,https://www.zillow.com/homedetails/4539-Parnell-St-Pittsburgh-PA-15207/11545383_zpid/,15207
182,"$300,000",--,--,--,"4940 2nd Ave,Pittsburgh, PA 15207",None ,Duplex,Built in 1895,No data,No data,2 Parking spaces,,,https://www.zillow.com/homedetails/4940-2nd-Ave-Pittsburgh-PA-15207/11550367_zpid/,15207
183,"$250,000",--,--,--,"4119-4121 Lydia St,Pittsburgh, PA 15207","$242,400",Duplex,Built in 1925,No data,No data,1 Attached garage space,,,https://www.zillow.com/homedetails/4119-4121-Lydia-St-Pittsburgh-PA-15207/11540202_zpid/,15207
184,"$185,000",3,2,"1,344","222 Johnston Ave,Pittsburgh, PA 15207",None ,Single family residence,Built in 1920,Natural gas,Central air,2 Open parking spaces,"3,092 sqft",$138 price/sqft,https://www.zillow.com/homedetails/222-Johnston-Ave-Pittsburgh-PA-15207/11550981_zpid/,15207
185,"$195,000",3,1,"1,016","248 Blackstone St,Pittsburgh, PA 15207","$184,400",Single family residence,Built in 1920,"Natural gas, forced air",Central air,2 Parking spaces,"1,999 sqft",$192 price/sqft,https://www.zillow.com/homedetails/248-Blackstone-St-Pittsburgh-PA-15207/11545713_zpid/,15207
186,"$144,900",3,1,--,"3919 Nantasket St,Pittsburgh, PA 15207","$138,400",Townhouse,Built in 1909,"Natural gas, forced air",Central air,No data,"1,350 sqft",,https://www.zillow.com/homedetails/3919-Nantasket-St-Pittsburgh-PA-15207/11539794_zpid/,15207
187,"$219,000",2,1,964,"217 Ilion St,Pittsburgh, PA 15207","$219,000",Single family residence,Built in 1930,"Natural gas, forced air",Central air,4 Garage spaces,"2,790 sqft",$227 price/sqft,https://www.zillow.com/homedetails/217-Ilion-St-Pittsburgh-PA-15207/11544898_zpid/,15207
188,"$183,000",3,3,"1,656","568 Hazelwood Ave,Pittsburgh, PA 15207","$181,300",Single family residence,Built in 1830,"Natural gas, hot water",Window a/c,3 Parking spaces,0.39 Acres,$111 price/sqft,https://www.zillow.com/homedetails/568-Hazelwood-Ave-Pittsburgh-PA-15207/11545458_zpid/,15207
189,"$300,000",--,--,--,"5009 2nd Ave,Pittsburgh, PA 15207","$277,500",Multifamily,Built in 1915,No data,No data,2 Open parking spaces,,,https://www.zillow.com/homedetails/5009-2nd-Ave-Pittsburgh-PA-15207/2068001779_zpid/,15207
190,"$229,900",3,3,"1,224","4320 Bristol St,Pittsburgh, PA 15207","$230,000",Single family residence,Built in 1960,"Natural gas, forced air",Central air,2 Attached garage spaces,"2,400 sqft",$188 price/sqft,https://www.zillow.com/homedetails/4320-Bristol-St-Pittsburgh-PA-15207/11544878_zpid/,15207
191,"$99,000",3,2,--,"322 Johnston Ave,Pittsburgh, PA 15207","$117,900",Single family residence,Built in 1900,"Natural gas, hot water",No data,1 Open parking space,No data,,https://www.zillow.com/homedetails/322-Johnston-Ave-Pittsburgh-PA-15207/11551063_zpid/,15207
